country,continent,year,lifeExp,pop,gdpPercap,log_gdp,gdp_billions
Haiti,Americas,1982,51.461,5198399,2011.159549,3.303446525346478,10.45480978836205
Haiti,Americas,1987,53.636,5756203,1823.015995,3.2607904791375675,10.493650139466986
Haiti,Americas,1992,55.089,6326682,1456.309517,3.1632536876415047,9.213607207632593
Haiti,Americas,1997,56.671,6913545,1341.726931,3.12766413697526,9.276089515180395
Haiti,Americas,2002,58.137,7607651,1270.364932,3.103928496694248,9.664493045294732
Haiti,Americas,2007,60.916,8502814,1201.637154,3.0797733480287044,10.217297215951357
Honduras,Americas,1952,41.912,1517453,2194.926204,3.3414199233324244,3.3306973530384116
Honduras,Americas,1957,44.665,1770390,2220.487682,3.346448368298136,3.93112918733598
Honduras,Americas,1962,48.041,2090162,2291.156835,3.3600548186716255,4.788888952557269
Honduras,Americas,1967,50.924,2500689,2538.269358,3.4045377069966345,6.347422262587662
Honduras,Americas,1972,53.884,2965146,2529.842345,3.4030934576066794,7.5013519099073696
Honduras,Americas,1977,57.402,3055235,3203.208066,3.5055851493977763,9.78655339552551
Honduras,Americas,1982,60.909,3669448,3121.760794,3.4943996220364943,11.45513890202171
Honduras,Americas,1987,64.492,4372203,3023.096699,3.480452039063508,13.217592456657899
Honduras,Americas,1992,66.399,5077347,3081.694603,3.4887895977816146,15.64683284745824
Honduras,Americas,1997,67.659,5867957,3160.454906,3.4997495981078313,18.545413488847043
Honduras,Americas,2002,68.565,6677328,3099.72866,3.4913236787948225,20.69790497382048
Honduras,Americas,2007,70.198,7483763,3548.330846,3.550024106620056,26.554867097053496
"Hong Kong, China",Asia,1952,60.96,2125900,3054.421209,3.4849289266728523,6.4933940482131005
"Hong Kong, China",Asia,1957,64.75,2736300,3629.076457,3.559796117967275,9.930241909289101
"Hong Kong, China",Asia,1962,67.65,3305200,4692.648272,3.6714180037641557,15.5101410686144
"Hong Kong, China",Asia,1967,70,3722800,6197.962814,3.7922489662686965,23.073775963959203
"Hong Kong, China",Asia,1972,72,4115700,8315.928145,3.9199107280903096,34.2258654663765
"Hong Kong, China",Asia,1977,73.6,4583700,11186.14125,4.048680298964004,51.273915647625
"Hong Kong, China",Asia,1982,75.45,5264500,14560.53051,4.163177198697369,76.65391286989501
"Hong Kong, China",Asia,1987,76.2,5584510,20038.47269,4.301864617016436,111.90505112203189
"Hong Kong, China",Asia,1992,77.601,5829696,24757.60301,4.393708594713085,144.32929923698495
"Hong Kong, China",Asia,1997,80,6495918,28377.63219,4.452976155402024,184.33877174040043
"Hong Kong, China",Asia,2002,81.495,6762476,30209.01516,4.480136567128648,204.28774000313615
"Hong Kong, China",Asia,2007,82.208,6980412,39724.97867,4.599063672688636,277.296717807812
Hungary,Europe,1952,64.03,9504000,5263.673816,3.72128896869472,50.02595594726401
Hungary,Europe,1957,66.41,9839000,6040.180011,3.7810498817699782,59.429331128229
Hungary,Europe,1962,67.96,10063000,7550.359877,3.877967652141834,75.97927144225099
Hungary,Europe,1967,69.5,10223422,9326.64467,3.969725431164286,95.35022430546074
Hungary,Europe,1972,69.76,10394091,10168.65611,4.0072635603389894,105.693936955046
Hungary,Europe,1977,69.95,10637171,11674.83737,4.067250839576178,124.18724150188027
Hungary,Europe,1982,69.39,10705535,12545.99066,4.098504959886157,134.3115421203031
Hungary,Europe,1987,69.58,10612740,12986.47998,4.113491450347393,137.8221355429452
Hungary,Europe,1992,69.17,10348684,10535.62855,4.02266045049501,109.0298906053282
Hungary,Europe,1997,71.04,10244684,11712.7768,4.068659867399965,119.99369707853118
Hungary,Europe,2002,72.59,10083313,14843.93556,4.1715490603360585,149.67604840331026
Hungary,Europe,2007,73.338,9956108,18008.94444,4.255488258221095,179.29899581063952
Iceland,Europe,1952,72.49,147962,7267.688428,3.8613963004603242,1.0753417151837361
Iceland,Europe,1957,73.47,165110,9244.001412,3.965860003144562,1.52627707313532
Iceland,Europe,1962,73.68,182053,10350.15906,4.014947024029603,1.8842775073501798
Iceland,Europe,1967,73.73,198676,13319.89568,4.1245008234996154,2.64634359411968
Iceland,Europe,1972,74.46,209275,15798.06362,4.19860385843004,3.3061397640755
Iceland,Europe,1977,76.11,221823,19654.96247,4.293472218897016,4.35992273998281
Iceland,Europe,1982,76.99,233997,23269.6075,4.366789057888287,5.4450183461775
Iceland,Europe,1987,77.23,244676,26923.20628,4.430126778686919,6.58746241976528
Iceland,Europe,1992,78.77,259012,25144.39201,4.400441138867491,6.512699263294119
Iceland,Europe,1997,78.95,271192,28061.09966,4.448104686183154,7.609945738994719
Iceland,Europe,2002,80.5,288030,31163.20196,4.49364207422891,8.975937060538799
Iceland,Europe,2007,81.757,301931,36180.78919,4.558478035633915,10.924101860925893
India,Asia,1952,37.373,372000000,546.5657493,2.737642413020617,203.3224587396
India,Asia,1957,40.249,409000000,590.061996,2.770897644025555,241.335356364
India,Asia,1962,43.605,454000000,658.3471509,2.8184549604275992,298.88960650859997
India,Asia,1967,47.193,506000000,700.7706107,2.8455758798631394,354.58992901420004
India,Asia,1972,50.651,567000000,724.032527,2.8597580772182765,410.526442809
India,Asia,1977,54.208,634000000,813.337323,2.9102707019706675,515.655862782
India,Asia,1982,56.596,708000000,855.7235377,2.9323334779430588,605.8522646916
India,Asia,1987,58.553,788000000,976.5126756,2.9896778850098498,769.4919883727999
India,Asia,1992,60.223,872000000,1164.406809,3.06610473636011,1015.362737448
India,Asia,1997,61.765,959000000,1458.817442,3.1640009472103405,1399.005926878
India,Asia,2002,62.879,1034172547,1746.769454,3.2422355887477936,1806.4610152649793
India,Asia,2007,64.698,1110396331,2452.210407,3.3895577312128795,2722.925438772817
Indonesia,Asia,1952,37.468,82052000,749.6816546,2.874876883390502,61.512879123239195
Indonesia,Asia,1957,39.918,90124000,858.9002707,2.9339427396180775,77.4075279965668
Indonesia,Asia,1962,42.518,99028000,849.2897701,2.9290558929345507,84.1034673534628
Indonesia,Asia,1967,45.964,109343000,762.4317721,2.882200985951623,83.3665772567303
Indonesia,Asia,1972,49.203,121282000,1111.107907,3.045756238183872,134.757389176774
Indonesia,Asia,1977,52.702,136725000,1382.702056,3.140728608616072,189.0499386066
Indonesia,Asia,1982,56.159,153343000,1516.872988,3.18094921762256,232.601854598884
Indonesia,Asia,1987,60.137,169276000,1748.356961,3.2426301069972827,295.95487293023604
Indonesia,Asia,1992,62.681,184816000,2383.140898,3.377149719818121,440.442568204768
Indonesia,Asia,1997,66.041,199278000,3119.335603,3.494062102134581,621.614960294634
Indonesia,Asia,2002,68.588,211060000,2873.91287,3.4584735972526914,606.5680503422001
Indonesia,Asia,2007,70.65,223547000,3540.651564,3.5490831898821575,791.5020351775079
Iran,Asia,1952,44.869,17272000,3035.326002,3.4822053422865116,52.426150706544
Iran,Asia,1957,47.181,19792000,3290.257643,3.517229906628457,65.120779270256
Iran,Asia,1962,49.325,22874000,4187.329802,3.621937168091611,95.780981890948
Iran,Asia,1967,52.469,26538000,5906.731805,3.771347252176078,156.75284864109
Iran,Asia,1972,55.234,30614000,9613.818607,3.9828959236255654,294.317442834698
Iran,Asia,1977,57.702,35480679,11888.59508,4.07513053543838,421.8154257944593
Iran,Asia,1982,59.62,43072751,7608.334602,3.881289603903965,327.71190183663015
Iran,Asia,1987,63.04,51889696,6642.881371,3.82235649685219,344.6970949052532
Iran,Asia,1992,65.742,60397973,7235.653188,3.859477742523397,437.0187858861879
Iran,Asia,1997,68.042,63327987,8263.590301,3.9171687772403097,523.3165391550541
Iran,Asia,2002,69.451,66907826,9240.761975,3.965707783762737,618.2792943307163
Iran,Asia,2007,70.964,69453570,11605.71449,4.064671882363036,806.0583037312293
Iraq,Asia,1952,45.32,5441766,4129.766056,3.6159254503329223,22.4732205114949
Iraq,Asia,1957,48.437,6248643,6229.333562,3.794441586654745,38.92488155685636
Iraq,Asia,1962,51.457,7240260,8341.737815,3.9212565356311093,60.3963506324319
Iraq,Asia,1967,54.459,8519282,8931.459811,3.950922448367575,76.08962480157571
Iraq,Asia,1972,56.95,10061506,9576.037596,3.981185842463443,96.34935972837958
Iraq,Asia,1977,60.413,11882916,14688.23507,4.166969614346474,174.5390635250641
Iraq,Asia,1982,62.038,14173318,14517.90711,4.161904013327543,205.76691416449097
Iraq,Asia,1987,65.044,16543189,11643.57268,4.066086258418833,192.6218234804765
Iraq,Asia,1992,59.461,17861905,3745.640687,3.5735261138994345,66.90427811532874
Iraq,Asia,1997,58.811,20775703,3076.239795,3.4880201860013784,63.91104433770088
Iraq,Asia,2002,57.046,24001816,4390.717312,3.6425354767785927,105.38518903063859
Iraq,Asia,2007,59.545,27499638,4471.061906,3.6504106831196688,122.95258389059002
Ireland,Europe,1952,66.91,2952156,5210.280328,3.716861090214755,15.381560331987167
Ireland,Europe,1957,68.9,2878220,5599.077872,3.7481165077065777,16.11537791274784
Ireland,Europe,1962,70.29,2830000,6631.597314,3.821618146972657,18.76742039862
Ireland,Europe,1967,71.08,2900100,7655.568963,3.883977473062878,22.201915549596297
Ireland,Europe,1972,71.28,3024400,9530.772896,3.9791281210850418,28.824869546662402
Ireland,Europe,1977,72.03,3271900,11150.98113,4.047313080890825,36.484895159247
Ireland,Europe,1982,73.1,3480000,12618.32141,4.101001585426254,43.911758506800005
Ireland,Europe,1987,74.36,3539900,13872.86652,4.142166207662506,49.108560194148
Ireland,Europe,1992,75.467,3557761,17558.81555,4.244495216726779,62.47006916998355
Ireland,Europe,1997,76.122,3667233,24521.94713,4.389554951745265,89.9276937393913
Ireland,Europe,2002,77.783,3879155,34077.04939,4.532461983714468,132.19015652646544
Ireland,Europe,2007,78.885,4109086,40675.99635,4.6093381996914395,167.14116713783608
Israel,Asia,1952,65.39,1620914,4086.522128,3.6113538549108273,6.623900928584993
Israel,Asia,1957,67.84,1944401,5385.278451,3.7312081638283052,10.47114080540285
Israel,Asia,1962,69.39,2310904,7105.630706,3.8516026325771726,16.420430421018224
Israel,Asia,1967,70.75,2693585,8393.741404,3.9239555852536214,22.60925593969334
Israel,Asia,1972,71.63,3095893,12786.93223,4.106766363447313,39.58697398233139
Israel,Asia,1977,73.06,3495918,13306.61921,4.124067729032554,46.51884961538478
Israel,Asia,1982,74.45,3858421,15367.0292,4.186589916507445,59.2924681728932
Israel,Asia,1987,75.6,4203148,17122.47986,4.2335666640513905,71.96831697859928
Israel,Asia,1992,76.93,4936550,18051.52254,4.2565138379776455,89.11224359483701
Israel,Asia,1997,78.269,5531387,20896.60924,4.32007582162183,115.58723269421588
Israel,Asia,2002,79.696,6029529,21905.59514,4.340555056761255,132.08042115888907
Israel,Asia,2007,80.745,6426679,25523.2771,4.406936435530084,164.02990894975088
Italy,Europe,1952,65.94,47666000,4931.404155,3.6929705967500874,235.06031045223
Italy,Europe,1957,67.81,49182000,6248.656232,3.795786632740359,307.321410802224
Italy,Europe,1962,69.24,50843200,8243.58234,3.916115980192544,419.130105629088
Italy,Europe,1967,71.06,52667100,10022.40131,4.00097178847123,527.850812033901
Italy,Europe,1972,72.19,54365564,12269.27378,4.088818857537717,667.0259889201119
Italy,Europe,1977,73.48,56059245,14255.98475,4.153997222116875,799.1797418165137
Italy,Europe,1982,74.98,56535636,16537.4835,4.218469423885654,934.9571475120058
Italy,Europe,1987,76.42,56729703,19207.23482,4.283464845920746,1089.6207267898585
Italy,Europe,1992,77.44,56840847,22013.64486,4.342691955844216,1251.2742193995964
Italy,Europe,1997,78.82,57479469,24675.02446,4.392257591851816,1418.3073035228117
Italy,Europe,2002,80.24,57926999,27968.09817,4.4466629353612905,1620.1079947254918
Italy,Europe,2007,80.546,58147733,28569.7197,4.455905979502783,1661.2644330004402
Jamaica,Americas,1952,58.53,1426095,2898.530881,3.462177931712639,4.133580396739695
Jamaica,Americas,1957,62.61,1535090,4756.525781,3.6772898550227877,7.3016951611552905
Jamaica,Americas,1962,65.61,1665128,5246.107524,3.71983718762706,8.735440529223071
Jamaica,Americas,1967,67.51,1861096,6124.703451,3.7870850656549924,11.398661093842296
Jamaica,Americas,1972,69,1997616,7433.889293,3.871216089205603,14.850056193925488
Jamaica,Americas,1977,70.11,2156814,6650.195573,3.8228344174874307,14.343234914584421
Jamaica,Americas,1982,71.21,2298309,6068.05135,3.7830492472839885,13.946257030167148
Jamaica,Americas,1987,71.77,2326606,6351.237495,3.8028583528334723,14.77682726329197
Jamaica,Americas,1992,71.766,2378618,7404.923685,3.8695205870497764,17.613484765767332
Jamaica,Americas,1997,72.262,2531311,7121.924704,3.8525973778175704,18.027806344406944
Jamaica,Americas,2002,72.047,2664659,6994.774861,3.844773740529219,18.638689786337398
Jamaica,Americas,2007,72.567,2780132,7320.880262,3.8645633037284566,20.353013484554584
Japan,Asia,1952,63.03,86459025,3216.956347,3.507445167714016,278.13490922918163
Japan,Asia,1957,65.5,91563009,4317.694365,3.6352518968467953,395.3410880017443
Japan,Asia,1962,68.73,95831757,6576.649461,3.8180046943435983,630.251873020733
Japan,Asia,1967,71.43,100825279,9847.788607,3.9933387174416626,992.9060338337964
Japan,Asia,1972,73.42,107188273,14778.78636,4.1696387710820595,1584.1125869643563
Japan,Asia,1977,75.38,113872473,16610.37701,4.220379489856841,1891.4647075910457
Japan,Asia,1982,77.11,118454974,19384.10571,4.28744576953352,2296.143737891302
Japan,Asia,1987,78.67,122091325,22375.94189,4.349781325508398,2731.908393473104
Japan,Asia,1992,79.36,124329269,26824.89511,4.428538032474437,3335.1196000279747
Japan,Asia,1997,80.69,125956499,28816.58499,4.459642511943747,3629.63615847635
Japan,Asia,2002,82,127065841,28604.5919,4.456435756092515,3634.6665262352876
Japan,Asia,2007,82.603,127467972,31656.06806,4.500456970984616,4035.134797102174
Jordan,Asia,1952,43.158,607914,1546.907807,3.189464431279024,0.9403869125845981
Jordan,Asia,1957,45.669,746559,1886.080591,3.2755602459192374,1.408070439936369
Jordan,Asia,1962,48.126,933559,2348.009158,3.3706997864687236,2.192005081533322
Jordan,Asia,1967,51.629,1255058,2741.796252,3.438035178418548,3.441113320442616
Jordan,Asia,1972,56.528,1613551,2110.856309,3.324458670857466,3.4059743082432585
Jordan,Asia,1977,61.134,1937652,2852.351568,3.4552030536596505,5.526864720438336
Jordan,Asia,1982,63.739,2347031,4161.415959,3.6192411283547417,9.766972259667728
Jordan,Asia,1987,65.869,2820042,4448.679912,3.648231158849177,12.545464196396303
Jordan,Asia,1992,68.015,3867409,3431.593647,3.5354958551341364,13.271376154750623
Jordan,Asia,1997,69.772,4526235,3645.379572,3.561742755546329,16.49984460707142
Jordan,Asia,2002,71.263,5307470,3844.917194,3.584886991061737,20.40678265963918
Jordan,Asia,2007,72.535,6053193,4519.461171,3.6550866594992835,27.357170724069004
Kenya,Africa,1952,42.27,6464046,853.540919,2.931224346153655,5.517327763298274
Kenya,Africa,1957,44.686,7454779,944.4383152,2.9751735977866027,7.040578918948341
Kenya,Africa,1962,47.949,8678557,896.9663732,2.9527761618763915,7.784373796899472
Kenya,Africa,1967,50.654,10191512,1056.736457,3.0239666906738907,10.769742282352983
Kenya,Africa,1972,53.559,12044785,1222.359968,3.08719911842289,14.72306300716688
Kenya,Africa,1977,56.155,14500404,1267.613204,3.102986754338453,18.380903573734418
Kenya,Africa,1982,58.766,17661452,1348.225791,3.1297626307554856,23.811625092908535
Kenya,Africa,1987,59.339,21198082,1361.936856,3.134156972682149,28.870449152310194
Kenya,Africa,1992,59.285,25020539,1341.921721,3.127727182651687,33.575604755227616
Kenya,Africa,1997,54.407,28263827,1360.485021,3.133693764540726,38.45251326963537
Kenya,Africa,2002,50.992,31386842,1287.514732,3.1097522070256196,40.411021465956345
Kenya,Africa,2007,54.11,35610177,1463.249282,3.1653183196828425,52.10656592714292
"Korea, Dem. Rep.",Asia,1952,50.056,8865488,1088.277758,3.036739753240404,9.648113404215904
"Korea, Dem. Rep.",Asia,1957,54.081,9411381,1571.134655,3.1962134080936724,14.786546840508556
"Korea, Dem. Rep.",Asia,1962,56.656,10917494,1621.693598,3.2099688022376403,17.704830126003415
"Korea, Dem. Rep.",Asia,1967,59.942,12617009,2143.540609,3.331131715557198,27.045071155618484
"Korea, Dem. Rep.",Asia,1972,63.983,14781241,3701.621503,3.5683920093487456,54.71455952662522
"Korea, Dem. Rep.",Asia,1977,67.159,16325320,4106.301249,3.6134508071824585,67.03668190632469
"Korea, Dem. Rep.",Asia,1982,69.1,17647518,4106.525293,3.6134745020876,72.46997902567277
"Korea, Dem. Rep.",Asia,1987,70.647,19067554,4106.492315,3.613471014413737,78.30076396684751
"Korea, Dem. Rep.",Asia,1992,69.978,20711375,3726.063507,3.571250252735376,77.17189856729212
"Korea, Dem. Rep.",Asia,1997,67.727,21585105,1690.756814,3.2280811463718955,36.49516335965547
"Korea, Dem. Rep.",Asia,2002,66.662,22215365,1646.758151,3.2166298217571287,36.583333391190116
"Korea, Dem. Rep.",Asia,2007,67.297,23301725,1593.06548,3.2022336270366805,37.12117372195301
"Korea, Rep.",Asia,1952,47.453,20947571,1030.592226,3.0130868621518014,21.588403826183043
"Korea, Rep.",Asia,1957,52.681,22611552,1487.593537,3.172484282854901,33.63679861673942
"Korea, Rep.",Asia,1962,55.292,26420307,1536.344387,3.186488578071273,40.59069036226681
"Korea, Rep.",Asia,1967,57.716,30131000,2029.228142,3.307330876625142,61.142673146602
"Korea, Rep.",Asia,1972,62.612,33505000,3030.87665,3.4815682618989903,101.54952215825
"Korea, Rep.",Asia,1977,64.766,36436000,4657.22102,3.668126848945977,169.69050508472
"Korea, Rep.",Asia,1982,67.123,39326000,5622.942464,3.749963639672456,221.12783533926398
"Korea, Rep.",Asia,1987,69.81,41622000,8533.088805,3.931106265417096,355.16422224171
"Korea, Rep.",Asia,1992,72.244,43805450,12104.27872,4.082938915441795,530.233376255024
"Korea, Rep.",Asia,1997,74.647,46173816,15993.52796,4.203944273912549,738.4822172158954
"Korea, Rep.",Asia,2002,77.045,47969150,19233.98818,4.284069344820078,922.638064104647
"Korea, Rep.",Asia,2007,78.623,49044790,23348.13973,4.368252283738104,1145.1046099485065
Kuwait,Asia,1952,55.565,160000,108382.3529,5.034958574987819,17.341176464
Kuwait,Asia,1957,58.033,212846,113523.1329,5.055084367847655,24.1629447452334
Kuwait,Asia,1962,60.47,358266,95458.11176,4.979812839412971,34.19939586780816
Kuwait,Asia,1967,64.624,575003,80894.88326,4.907921052610741,46.51480055914978
Kuwait,Asia,1972,67.712,841934,109347.867,5.038810315867805,92.063687054778
Kuwait,Asia,1977,69.343,1140357,59265.47714,4.772801785209497,67.58380171493899
Kuwait,Asia,1982,71.309,1497494,31354.03573,4.496293448913646,46.95248038146062
Kuwait,Asia,1987,74.174,1891487,28118.42998,4.448991067768198,53.185644767580264
Kuwait,Asia,1992,75.19,1418095,34932.91959,4.543234884201595,49.53819860598105
Kuwait,Asia,1997,76.156,1765345,40300.619960000004,4.605311727112227,71.14449794328621
Kuwait,Asia,2002,76.904,2111561,35110.10566,4.5454321364287775,74.13712981753527
Kuwait,Asia,2007,77.588,2505559,47306.98978,4.674925314069958,118.53045400618703
Lebanon,Asia,1952,55.928,1439529,4834.804067,3.6843788787613345,6.959840663764443
Lebanon,Asia,1957,59.489,1647412,6089.786934,3.7846020980504753,10.032388072514808
Lebanon,Asia,1962,62.094,1886848,5714.560611,3.756982843383252,10.782507259744127
Lebanon,Asia,1967,63.87,2186894,6006.983042,3.778656405915023,13.136635172651548
Lebanon,Asia,1972,65.421,2680018,7486.384341,3.8742721194509575,20.063644788798136
Lebanon,Asia,1977,66.099,3115787,8659.696836,3.9375026882347894,26.98177082554993
Lebanon,Asia,1982,66.983,3086876,7640.519521,3.883122889653257,23.585336336906394
Lebanon,Asia,1987,67.926,3089353,5377.091329,3.7305474129591527,16.611733228520137
Lebanon,Asia,1992,69.292,3219994,6890.806854,3.8382700770199594,22.188356725038876
Lebanon,Asia,1997,70.265,3430388,8754.96385,3.9422543571838355,30.032922931473802
Lebanon,Asia,2002,71.028,3677780,9313.93883,3.9691333813441148,34.25461795019739
Lebanon,Asia,2007,71.993,3921278,10461.05868,4.0195756382230385,41.02071925859304
Lesotho,Africa,1952,42.138,748747,298.8462121,2.4754477554867704,0.2237602047712387
Lesotho,Africa,1957,45.047,813338,335.9971151,2.526335548516244,0.2732792216012038
Lesotho,Africa,1962,47.747,893143,411.8006266,2.614687003109393,0.3677968470434038
Lesotho,Africa,1967,48.492,996380,498.6390265,2.697786266005531,0.49683395322407004
Lesotho,Africa,1972,49.767,1116779,496.5815922,2.695990616639942,0.5545718939555238
Lesotho,Africa,1977,52.208,1251524,745.3695408,2.872371641526537,0.9328478691801791
Lesotho,Africa,1982,55.078,1411807,797.2631074,2.901601667989877,1.1255816358690718
Lesotho,Africa,1987,57.18,1599200,773.9932141,2.888737153070691,1.23776994798872
Lesotho,Africa,1992,59.685,1803195,977.4862725,2.990110667019963,1.7625983591406376
Lesotho,Africa,1997,55.558,1982823,1186.147994,3.0741388787143853,2.351921523907062
Lesotho,Africa,2002,44.593,2046772,1275.184575,3.1055730507326365,2.6100120829419
Lesotho,Africa,2007,42.592,2012649,1569.331442,3.195714676047237,3.158513357409858
Liberia,Africa,1952,38.48,863308,575.5729961,2.7601004101431883,0.49689677211709876
Liberia,Africa,1957,39.486,975950,620.9699901,2.7930706123361673,0.6060356618380951
Liberia,Africa,1962,40.502,1112796,634.1951625,2.8022229250017467,0.70572984004935
Liberia,Africa,1967,41.536,1279406,713.6036483,2.8534570617051016,0.9129887892569098
Liberia,Africa,1972,42.614,1482628,803.0054535,2.9047184947393467,1.190558369511798
Liberia,Africa,1977,43.764,1703617,640.3224383,2.806398720720203,1.090864191369331
Liberia,Africa,1982,44.852,1956875,572.1995694,2.757547526647723,1.1197230323696248
Liberia,Africa,1987,46.027,2269414,506.1138573,2.7042482283709006,1.1485818733506221
Liberia,Africa,1992,40.802,1912974,636.6229191,2.8038822696281938,1.2178430920424035
Liberia,Africa,1997,42.221,2200725,609.17395079999994,2.784741323971793,1.3406243428743299
Liberia,Africa,2002,43.753,2814651,531.4823679,2.7254888612379546,1.4959373782921028
Liberia,Africa,2007,45.678,3193942,414.5073415,2.617532226912115,1.3239124073251929
Libya,Africa,1952,42.723,1019729,2387.54806,3.3779521224475015,2.43465199567574
Libya,Africa,1957,45.289,1201578,3448.284395,3.5376030767831246,4.14338266677531
Libya,Africa,1962,47.808,1441863,6757.030816,3.829755899565531,9.7427127234502091
Libya,Africa,1967,50.227,1759224,18772.75169,4.2735279357110905,33.025475319088564
Libya,Africa,1972,52.773,2183877,21011.49721,4.322456999901149,45.886525492483166
Libya,Africa,1977,57.442,2721783,21951.21176,4.341458499346054,59.74643499776808
Libya,Africa,1982,62.155,3344074,17364.27538,4.239656664696384,58.067421827098116
Libya,Africa,1987,66.234,3799845,11770.5898,4.0707982249902335,44.726416798581
Libya,Africa,1992,68.755,4364501,9640.138501,3.9840832735073892,42.074394127752996
Libya,Africa,1997,71.555,4759670,9467.446056,3.976232839259114,45.06191896936153
Libya,Africa,2002,72.737,5368585,9534.677467,3.9793060065932173,51.18772642917419
Libya,Africa,2007,73.952,6036914,12057.49928,4.081257244660515,72.79008620842193
Madagascar,Africa,1952,36.681,4762912,1443.011715,3.1592698569002877,6.87293781351408
Madagascar,Africa,1957,38.865,5181679,1589.20275,3.2011793078990514,8.23473851641725
Madagascar,Africa,1962,40.848,5703324,1643.38711,3.215739876237565,9.372769145753638
Madagascar,Africa,1967,42.881,6334556,1634.047282,3.213264618912801,10.35096401447679
Madagascar,Africa,1972,44.851,7082430,1748.562982,3.2426812799065963,12.38407492060626
Madagascar,Africa,1977,46.881,8007166,1544.228586,3.1887115876386662,12.364894630047276
Madagascar,Africa,1982,48.969,9171477,1302.878658,3.1149039701140153,11.949321645637866
Madagascar,Africa,1987,49.35,10568642,1155.441948,3.062748130432525,12.211452300194614
Madagascar,Africa,1992,52.214,12210395,1040.67619,3.0173156182977596,12.707067346995048
Madagascar,Africa,1997,54.978,14165114,986.2958956,2.994007225841873,13.970993798906097
Madagascar,Africa,2002,57.286,16473477,894.6370822,2.9516468954698474,14.737783396968808
Madagascar,Africa,2007,59.443,19167654,1044.770126,3.0190207459573766,20.0257922847044
Malawi,Africa,1952,36.256,2917802,369.1650802,2.56722061382276,1.0771506093377203
Malawi,Africa,1957,37.207,3221238,416.3698064,2.6194792285490958,1.3412262424283232
Malawi,Africa,1962,38.41,3628608,427.9010856,2.6313433883056003,1.5526853024168448
Malawi,Africa,1967,39.487,4147252,495.5147806,2.695056613487855,2.0550246648729114
Malawi,Africa,1972,41.766,4730997,584.6219709,2.766875132713741,2.765844790461987
Malawi,Africa,1977,43.767,5637246,663.2236766,2.8216600218142123,3.7387550180186433
Malawi,Africa,1982,45.642,6502825,632.8039209,2.8012691614187584,4.115013156926542
Malawi,Africa,1987,47.457,7824747,635.5173634,2.803127420705593,4.97276258271206
Malawi,Africa,1992,49.42,10014249,563.2000145,2.7506626573152877,5.64002518200661
Malawi,Africa,1997,47.495,10419991,692.2758103,2.840279156634159,7.2135077128437075
Malawi,Africa,2002,45.009,11824495,665.4231186,2.8230978853605677,7.8682923387701065
Malawi,Africa,2007,48.303,13327079,759.3499101,2.8804419458658828,10.119916240545598
Malaysia,Asia,1952,48.463,6748378,1831.132894,3.2627198642560913,12.357176936945933
Malaysia,Asia,1957,52.102,7739235,1810.066992,3.25769464874627,14.00853381683112
Malaysia,Asia,1962,55.737,8906385,2036.884944,3.308966498024641,18.14128151196744
Malaysia,Asia,1967,59.371,10154878,2277.742396,3.357504605466588,23.13019614680769
Malaysia,Asia,1972,63.01,11441462,2849.09478,3.4547068970268824,32.59780965976836
Malaysia,Asia,1977,65.256,12845381,3827.921571,3.5829630310821168,49.17111101761355
Malaysia,Asia,1982,68,14441916,4920.355951,3.6919965218656055,71.05936733444211
Malaysia,Asia,1987,69.5,16331785,5249.802653,3.7201429780109065,85.7386482212256
Malaysia,Asia,1992,70.693,18319502,7277.912802,3.8620068479200307,133.3277381320646
Malaysia,Asia,1997,71.938,20476091,10132.90964,4.005734169857153,207.48237988341722
Malaysia,Asia,2002,73.044,22662365,10206.97794,4.008897176145817,231.3142596232281
Malaysia,Asia,2007,74.241,24821286,12451.6558,4.095227107013149,309.06610978535883
Mali,Africa,1952,33.685,3838168,452.3369807,2.6554620948372682,1.7361453245393577
Mali,Africa,1957,35.307,4241884,490.3821867,2.6905346859018695,2.0801443516477427
Mali,Africa,1962,36.936,4690372,496.1743428,2.6956343031274983,2.3272422445875214
Mali,Africa,1967,38.487,5212416,545.0098873,2.736404381103947,2.8408182567207163
Mali,Africa,1972,39.977,5828158,581.3688761,2.7644517778646858,3.3883096661932233
Mali,Africa,1977,41.714,6491649,686.3952693,2.8365742816530246,4.455837163556076
Mali,Africa,1982,43.916,6998256,618.0140641,2.790998358408433,4.32502063217221
Mali,Africa,1987,46.364,7634008,684.1715576,2.8351650157214126,5.222971144090861
Mali,Africa,1992,48.388,8416215,739.014375,2.86865288619247,6.219703868090625
Mali,Africa,1997,49.903,9384984,790.2579846,2.8977688925536316,7.416558541343247
Mali,Africa,2002,51.818,10580176,951.4097518,2.9783675985566846,10.066082622160316
Mali,Africa,2007,54.467,12031795,1042.581557,3.018110038101096,12.544127564604814
Mauritania,Africa,1952,40.543,1022556,743.1159097,2.8710565594093267,0.7598776321591931
Mauritania,Africa,1957,42.338,1076852,846.1202613,2.9274320948440957,0.9111462956214277
Mauritania,Africa,1962,44.248,1146757,1055.896036,3.02362115947219,1.210856170555252
Mauritania,Africa,1967,46.289,1230542,1421.145193,3.152638450409862,1.7487788480846063
Mauritania,Africa,1972,48.437,1332786,1586.851781,3.2005363636168687,2.1149338377918663
Mauritania,Africa,1977,50.852,1456688,1497.492223,3.1753645756243167,2.181378951337424
